gid	pegs	rnas	scientific_name	complete	prokaryotic	dna_size	contigs	domain	genetic_code	gc_content	phenotype	g_source_id	taxonomy
kb|g.3252	975	41	Chlamydia trachomatis D-LC	1	1	1050013	2	Bacteria	11	41.2719652042403		759364.3	Bacteria : Chlamydiae : Chlamydiales : Chlamydiaceae : Chlamydia/Chlamydophila group : Chlamydia : Chlamydia trachomatis D-LC
kb|g.3253	2296	36	Brachyspira pilosicoli 95/1000	1	1	2586443	1	Bacteria	11	27.8969998565598		759914.5	Bacteria : Spirochaetes : Spirochaetales : Brachyspiraceae : Brachyspira : Brachyspira pilosicoli 95/1000
kb|g.3254	2021	53	Spirochaeta coccoides DSM 17374	1	1	2227296	1	Bacteria	11	50.5580309038404		760011.3	Bacteria : Spirochaetes : Spirochaetales : Spirochaetaceae : Spirochaeta : Spirochaeta coccoides DSM 17374
kb|g.3255	1757	52	Hippea maritima DSM 10411	1	1	1694430	1	Bacteria	11	37.4742538788855		760142.3	Bacteria : Proteobacteria : Deltaproteobacteria : Desulfurellales : Desulfurellaceae : Hippea : Hippea maritima DSM 10411
kb|g.3256	7221	57	Haliscomenobacter hydrossis DSM 1100	1	1	8771651	4	Bacteria	11	47.1030710182154		760192.3	Bacteria : Bacteroidetes : Sphingobacteriia : Sphingobacteriales : Saprospiraceae : Haliscomenobacter : Haliscomenobacter hydrossis DSM 1100
kb|g.3257	3825	52	Desulfotomaculum kuznetsovii DSM 6115	1	1	3601386	1	Bacteria	11	54.884452818998		760568.4	Bacteria : Firmicutes : Clostridia : Clostridiales : Peptococcaceae : Desulfotomaculum : Desulfotomaculum kuznetsovii DSM 6115
kb|g.3258	1950	49	Streptococcus parasanguinis ATCC 15912	1	1	2159948	10	Bacteria	11	40.9476524434847		760570.3	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus parasanguinis ATCC 15912
kb|g.3259	2157	76	Streptococcus pneumoniae GA04375	1	1	2061399	9	Bacteria	11	39.9000387600848		760746.3	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus pneumoniae GA04375
kb|g.3260	2281	69	Streptococcus pneumoniae GA17570	1	1	2119821	9	Bacteria	11	39.6630187171464		760791.3	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus pneumoniae GA17570
kb|g.3261	2288	79	Streptococcus pneumoniae GA41301	1	1	2156995	17	Bacteria	11	39.5675928780549		760809.3	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus pneumoniae GA41301
kb|g.3262	2242	73	Streptococcus pneumoniae GA41317	1	1	2090801	6	Bacteria	11	39.7250623086559		760810.3	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus pneumoniae GA41317
kb|g.3263	2325	76	Streptococcus pneumoniae GA47368	1	1	2177227	8	Bacteria	11	39.5969735815328		760834.3	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus pneumoniae GA47368
kb|g.3264	2234	79	Streptococcus pneumoniae GA47901	1	1	2086317	6	Bacteria	11	39.6862030075008		760861.3	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus pneumoniae GA47901
kb|g.3265	4542	70	Aromatoleum aromaticum EbN1	1	1	4727255	3	Bacteria	11	64.6976099237295		76114.8	Bacteria : Proteobacteria : Betaproteobacteria : Rhodocyclales : Rhodocyclaceae : Aromatoleum : Aromatoleum aromaticum EbN1
kb|g.3266	6268	48	Runella slithyformis DSM 19594	1	1	6919729	6	Bacteria	11	46.4232631075581		761193.3	Bacteria : Bacteroidetes : Cytophagia : Cytophagales : Cytophagaceae : Runella : Runella slithyformis DSM 19594
kb|g.3267	1977	80	Leuconostoc kimchii IMSNU11154	1	1	2077536	4	Bacteria	11	37.9480307441123		762051.3	Bacteria : Firmicutes : Lactobacillales : Leuconostoc : Leuconostoc kimchii
kb|g.3268	6805	69	Achromobacter xylosoxidans A8	1	1	7359146	3	Bacteria	11	65.7789912035989		762376.5	Bacteria : Proteobacteria : Betaproteobacteria : Burkholderiales : Alcaligenaceae : Achromobacter : Achromobacter xylosoxidans A8
kb|g.3269	1930	79	Leuconostoc gasicomitatum LMG 18811	1	1	1954080	1	Bacteria	11	36.6632379431753		762550.4	Bacteria : Firmicutes : Lactobacillales : Leuconostoc : Leuconostoc gasicomitatum LMG 18811
kb|g.3270	2427	53	Thermus thermophilus SG0.5JP17-16	1	1	2303227	2	Bacteria	11	68.6182473546897		762633.3	Bacteria : Deinococcus-Thermus : Deinococci : Thermales : Thermaceae : Thermus : Thermus thermophilus SG0.5JP17-16
kb|g.3271	3982	56	Pedobacter saltans DSM 12145	1	1	4626491	23	Bacteria	11	36.538988187808		762903.3	Bacteria : Bacteroidetes : Sphingobacteriia : Sphingobacteriales : Sphingobacteriaceae : Pedobacter : Pedobacter saltans DSM 12145
kb|g.3272	3991	65	Pedobacter saltans DSM 12145	1	1	4635236	1	Bacteria	11	36.5825817714567		762903.4	Bacteria : Bacteroidetes : Sphingobacteriia : Sphingobacteriales : Sphingobacteriaceae : Pedobacter : Pedobacter saltans DSM 12145
kb|g.3273	2086	53	Rothia dentocariosa ATCC 17931	1	1	2494499	10	Bacteria	11	53.5095824853007		762948.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Micrococcineae : Micrococcaceae : Rothia : Rothia dentocariosa ATCC 17931
kb|g.3274	2169	59	Rothia dentocariosa ATCC 17931	1	1	2506025	1	Bacteria	11	53.6876926606877		762948.4	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Micrococcineae : Micrococcaceae : Rothia : Rothia dentocariosa ATCC 17931
kb|g.3275	2699	62	Staphylococcus aureus subsp. aureus ATCC 51811	1	1	2778579	27	Bacteria	11	32.5372069680221		762962.3	Bacteria : Firmicutes : Bacillales : Staphylococcus : Staphylococcus aureus subsp. aureus ATCC 51811
kb|g.3276	2575	51	Actinomyces sp. oral taxon 170 str. F0386	1	1	3135160	99	Bacteria	11	67.7542772936628		762963.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Actinomycineae : Actinomycetaceae : Actinomyces : Actinomyces sp. oral taxon 170 str. F0386
kb|g.3277	2538	57	Parasutterella excrementihominis YIT 11859	1	1	2831860	103	Bacteria	11	48.1437288566525		762966.3	Bacteria : Proteobacteria : Betaproteobacteria : Burkholderiales : Sutterellaceae : Parasutterella : Parasutterella excrementihominis YIT 11859
kb|g.3278	3145	60	Paraprevotella xylaniphila YIT 11841	1	1	3789791	99	Bacteria	11	48.5199315740631		762982.3	Bacteria : Bacteroidetes : Bacteroidia : Bacteroidales : Prevotellaceae : Paraprevotella : Paraprevotella xylaniphila YIT 11841
kb|g.3279	2085	50	Succinatimonas hippei YIT 12066	1	1	2306546	141	Bacteria	11	40.2484927679743		762983.3	Bacteria : Proteobacteria : Gammaproteobacteria : Aeromonadales : Succinivibrionaceae : Succinatimonas : Succinatimonas hippei YIT 12066
kb|g.3280	3107	60	Bacteroides clarus YIT 12056	1	1	3746690	34	Bacteria	11	45.3777867931427		762984.3	Bacteria : Bacteroidetes : Bacteroidia : Bacteroidales : Bacteroidaceae : Bacteroides : Bacteroides clarus YIT 12056
kb|g.3281	3661	60	Bacteroides fluxus YIT 12057	1	1	4330763	117	Bacteria	11	45.5728470941495		763034.3	Bacteria : Bacteroidetes : Bacteroidia : Bacteroidales : Bacteroidaceae : Bacteroides : Bacteroides fluxus YIT 12057
kb|g.3282	16528	0	Phycomyces blakesleeanus NRRL 1555(-)	1	0	54001249	81	Eukaryota	11	35.4064884684426		763407.3	Eukaryota : Fungi : Fungi incertae sedis : Early diverging fungal lineages : Mucoromycotina : Mucorales : Mucoraceae : Phycomyces : Phycomyces blakesleeanus NRRL 1555(-)
kb|g.3283	4588	68	Salmonella enterica subsp. enterica serovar Montevideo str. 19N	1	1	4646453	60	Bacteria	11	52.1713659860543		763919.3	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Salmonella : Salmonella enterica subsp. enterica serovar Montevideo : Salmonella enterica subsp. enterica serovar Montevideo str. 19N
kb|g.3284	2228	91	Streptococcus urinalis 2285-97	1	1	2146335	10	Bacteria	11	34.3232067687477		764291.3	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus urinalis 2285-97
kb|g.3285	1893	88	Streptococcus macacae NCTC 11558	1	1	1937968	12	Bacteria	11	37.9483562164081		764298.3	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus macacae NCTC 11558
kb|g.3286	2475	63	Streptococcus ictaluri 707-05	1	1	2238145	37	Bacteria	11	38.2099015032538		764299.3	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus ictaluri 707-05
kb|g.3287	2403	57	Staphylococcus epidermidis FRI909	1	1	2541845	56	Bacteria	11	31.8323894651326		764544.3	Bacteria : Firmicutes : Bacillales : Staphylococcus : Staphylococcus epidermidis FRI909
kb|g.3288	2513	48	Propionibacterium acnes HL096PA3	1	1	2554765	38	Bacteria	11	60.0293960501259		765057.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL096PA3
kb|g.3289	2525	48	Propionibacterium acnes HL096PA2	1	1	2559595	28	Bacteria	11	60.1135726550489		765058.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL096PA2
kb|g.3290	2417	48	Propionibacterium acnes HL103PA1	1	1	2476406	14	Bacteria	11	60.0573169342991		765061.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL103PA1
kb|g.3291	2518	48	Propionibacterium acnes HL099PA1	1	1	2574141	129	Bacteria	11	60.1163261841523		765063.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL099PA1
kb|g.3292	2455	48	Propionibacterium acnes HL097PA1	1	1	2519690	21	Bacteria	11	60.2249086197112		765064.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL097PA1
kb|g.3293	2411	48	Propionibacterium acnes HL020PA1	1	1	2477861	33	Bacteria	11	60.0538932571278		765065.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL020PA1
kb|g.3294	2480	48	Propionibacterium acnes HL053PA1	1	1	2524766	35	Bacteria	11	60.1801117410485		765066.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL053PA1
kb|g.3295	2449	52	Propionibacterium acnes HL053PA2	1	1	2497696	39	Bacteria	11	60.1099973735795		765067.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL053PA2
kb|g.3296	2486	48	Propionibacterium acnes HL045PA1	1	1	2527192	36	Bacteria	11	60.1831598074068		765068.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL045PA1
kb|g.3297	2407	48	Propionibacterium acnes HL013PA1	1	1	2477780	26	Bacteria	11	60.0474618408414		765069.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL013PA1
kb|g.3298	2407	48	Propionibacterium acnes HL013PA2	1	1	2475255	38	Bacteria	11	60.0564790294333		765070.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL013PA2
kb|g.3299	2540	48	Propionibacterium acnes HL078PA1	1	1	2566233	84	Bacteria	11	60.133004290725		765071.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL078PA1
kb|g.33	1971	69	Streptococcus oralis SK255	1	1	2005180	63	Bacteria	11	40.9461993436998		1005704.3	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus oralis SK255
kb|g.3300	2484	48	Propionibacterium acnes HL043PA1	1	1	2533141	34	Bacteria	11	60.1843324157637		765072.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL043PA1
kb|g.3301	2484	48	Propionibacterium acnes HL043PA2	1	1	2532164	53	Bacteria	11	60.1889135142905		765073.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL043PA2
kb|g.3302	2476	48	Propionibacterium acnes HL072PA1	1	1	2523939	34	Bacteria	11	60.1044240768101		765074.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL072PA1
kb|g.3303	2471	49	Propionibacterium acnes HL072PA2	1	1	2522151	76	Bacteria	11	60.1042126343744		765075.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL072PA2
kb|g.3304	2457	52	Propionibacterium acnes HL074PA1	1	1	2510120	85	Bacteria	11	60.1852501075646		765076.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL074PA1
kb|g.3305	2453	48	Propionibacterium acnes HL110PA1	1	1	2495610	31	Bacteria	11	60.1160037025016		765077.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL110PA1
kb|g.3306	2455	49	Propionibacterium acnes HL110PA2	1	1	2501706	27	Bacteria	11	60.0995480683981		765078.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL110PA2
kb|g.3307	2419	49	Propionibacterium acnes HL110PA3	1	1	2490836	89	Bacteria	11	60.0709962438314		765079.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL110PA3
kb|g.3308	2434	50	Propionibacterium acnes HL110PA4	1	1	2510783	99	Bacteria	11	60.0858377645539		765080.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL110PA4
kb|g.3309	2409	48	Propionibacterium acnes HL087PA2	1	1	2474125	23	Bacteria	11	60.052584246956		765082.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL087PA2
kb|g.3310	2455	48	Propionibacterium acnes HL087PA3	1	1	2516528	29	Bacteria	11	60.095933762708		765083.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL087PA3
kb|g.3311	2401	50	Propionibacterium acnes HL060PA1	1	1	2475384	47	Bacteria	11	60.0653878347763		765084.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL060PA1
kb|g.3312	2503	47	Propionibacterium acnes HL038PA1	1	1	2533595	65	Bacteria	11	60.1855860940679		765085.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL038PA1
kb|g.3313	2444	49	Propionibacterium acnes HL092PA1	1	1	2501898	21	Bacteria	11	60.0972141949832		765086.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL092PA1
kb|g.3314	2424	48	Propionibacterium acnes HL083PA1	1	1	2477046	31	Bacteria	11	60.1396986571909		765087.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL083PA1
kb|g.3315	2408	48	Propionibacterium acnes HL083PA2	1	1	2477393	24	Bacteria	11	60.0471544078796		765088.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL083PA2
kb|g.3316	2469	49	Propionibacterium acnes HL025PA1	1	1	2534561	25	Bacteria	11	60.0637743577685		765089.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL025PA1
kb|g.3317	2400	51	Propionibacterium acnes HL059PA1	1	1	2474683	40	Bacteria	11	60.0540352037008		765091.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL059PA1
kb|g.3318	2403	48	Propionibacterium acnes HL059PA2	1	1	2476584	23	Bacteria	11	60.0480339047656		765092.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL059PA2
kb|g.3319	2483	50	Propionibacterium acnes HL086PA1	1	1	2523826	30	Bacteria	11	60.1048566739545		765093.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL086PA1
kb|g.3320	2420	48	Propionibacterium acnes HL046PA1	1	1	2476594	46	Bacteria	11	60.0472261501078		765094.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL046PA1
kb|g.3321	2439	52	Propionibacterium acnes HL046PA2	1	1	2508989	80	Bacteria	11	60.1034520278885		765095.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL046PA2
kb|g.3322	2469	49	Propionibacterium acnes HL005PA1	1	1	2515997	80	Bacteria	11	60.1980844969211		765096.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL005PA1
kb|g.3323	2419	49	Propionibacterium acnes HL005PA2	1	1	2472636	35	Bacteria	11	60.0600330982805		765097.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL005PA2
kb|g.3324	2394	49	Propionibacterium acnes HL005PA4	1	1	2469727	34	Bacteria	11	60.0477299717742		765099.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL005PA4
kb|g.3325	2416	48	Propionibacterium acnes HL050PA1	1	1	2473877	39	Bacteria	11	60.0554514230093		765100.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL050PA1
kb|g.3326	2393	48	Propionibacterium acnes HL050PA2	1	1	2458793	64	Bacteria	11	60.0688630559791		765101.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL050PA2
kb|g.3327	2394	48	Propionibacterium acnes HL050PA3	1	1	2476239	24	Bacteria	11	60.046586779386		765102.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL050PA3
kb|g.3328	2471	47	Propionibacterium acnes HL030PA1	1	1	2541176	67	Bacteria	11	60.0465689901054		765103.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL030PA1
kb|g.3329	2426	50	Propionibacterium acnes HL001PA1	1	1	2474201	57	Bacteria	11	60.0598334573464		765105.8	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL001PA1
kb|g.3330	2409	48	Propionibacterium acnes HL036PA1	1	1	2477526	21	Bacteria	11	60.0545059870209		765106.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL036PA1
kb|g.3331	2397	48	Propionibacterium acnes HL036PA2	1	1	2476130	24	Bacteria	11	60.0551667319567		765107.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL036PA2
kb|g.3332	2744	49	Propionibacterium acnes HL044PA1	1	1	2642650	44	Bacteria	11	59.9905776398691		765109.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL044PA1
kb|g.3333	2464	49	Propionibacterium acnes HL067PA1	1	1	2526632	54	Bacteria	11	60.0954551355322		765110.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL067PA1
kb|g.3334	2460	48	Propionibacterium acnes HL027PA1	1	1	2519967	100	Bacteria	11	60.0849138103793		765111.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL027PA1
kb|g.3335	2400	50	Propionibacterium acnes HL027PA2	1	1	2473928	42	Bacteria	11	60.0650059338833		765112.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL027PA2
kb|g.3336	2413	48	Propionibacterium acnes HL063PA1	1	1	2476463	22	Bacteria	11	60.05246191847		765113.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL063PA1
kb|g.3337	2437	48	Propionibacterium acnes HL063PA2	1	1	2503152	43	Bacteria	11	60.1085351588717		765114.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL063PA2
kb|g.3338	2410	48	Propionibacterium acnes HL002PA1	1	1	2476114	59	Bacteria	11	60.0567663685921		765115.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL002PA1
kb|g.3339	2413	49	Propionibacterium acnes HL002PA2	1	1	2475125	35	Bacteria	11	60.0629059138427		765116.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL002PA2
kb|g.3340	2409	48	Propionibacterium acnes HL002PA3	1	1	2475236	24	Bacteria	11	60.0603336409134		765117.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL002PA3
kb|g.3341	2481	48	Propionibacterium acnes HL007PA1	1	1	2530133	38	Bacteria	11	60.1928831409258		765118.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL007PA1
kb|g.3342	2415	50	Propionibacterium acnes HL056PA1	1	1	2472999	46	Bacteria	11	60.1411888965584		765119.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL056PA1
kb|g.3343	2456	51	Propionibacterium acnes HL082PA1	1	1	2501273	28	Bacteria	11	60.0993973868506		765120.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL082PA1
kb|g.3344	2423	51	Propionibacterium acnes HL082PA2	1	1	2485511	54	Bacteria	11	60.0456002809885		765121.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL082PA2
kb|g.3345	2402	49	Propionibacterium acnes HL037PA1	1	1	2476029	34	Bacteria	11	60.0683190705763		765122.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL037PA1
kb|g.3346	2679	48	Propionibacterium acnes HL037PA2	1	1	2613759	57	Bacteria	11	59.9379667367956		765123.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL037PA2
kb|g.3347	3561	49	Oscillochloris trichoides DG6	1	1	4373075	7	Bacteria	11	58.4567381076245		765420.3	Bacteria : Chloroflexi : Chloroflexales : Oscillochloridaceae : Oscillochloris : Oscillochloris trichoides
kb|g.3348	6532	58	Mesorhizobium ciceri biovar biserrulae WSM1271	1	1	6690028	2	Bacteria	11	62.5617261990533		765698.3	Bacteria : Proteobacteria : Alphaproteobacteria : Rhizobiales : Phyllobacteriaceae : Mesorhizobium : Mesorhizobium ciceri biovar biserrulae WSM1271
kb|g.3349	2225	61	Corynebacterium pseudotuberculosis FRC41	1	1	2337913	1	Bacteria	11	52.1852181839102		765874.5	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Corynebacterineae : Corynebacteriaceae : Corynebacterium : Corynebacterium pseudotuberculosis FRC41
kb|g.3350	1648	40	Helicobacter pylori SJM180	1	1	1658051	1	Bacteria	11	38.8990447217848		765962.4	Bacteria : Proteobacteria : Epsilonproteobacteria : Campylobacterales : Helicobacteraceae : Helicobacter : Helicobacter pylori SJM180
kb|g.3351	1650	40	Helicobacter pylori PeCan4	1	1	1638269	2	Bacteria	11	38.9102155995139		765963.4	Bacteria : Proteobacteria : Epsilonproteobacteria : Campylobacterales : Helicobacteraceae : Helicobacter : Helicobacter pylori PeCan4
kb|g.3352	1648	40	Helicobacter pylori Cuz20	1	1	1635449	1	Bacteria	11	38.8637615725101		765964.3	Bacteria : Proteobacteria : Epsilonproteobacteria : Campylobacterales : Helicobacteraceae : Helicobacter : Helicobacter pylori Cuz20
kb|g.3353	5147	142	Shigella boydii 3594-74	1	1	4662214	106	Bacteria	11	51.1490463543715		766139.3	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Shigella : Shigella boydii 3594-74
kb|g.3354	5147	135	Shigella boydii 5216-82	1	1	4882454	75	Bacteria	11	50.7932076779423		766141.3	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Shigella : Shigella boydii 5216-82
kb|g.3355	5399	135	Shigella dysenteriae 155-74	1	1	5162596	113	Bacteria	11	50.7724021015784		766142.3	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Shigella : Shigella dysenteriae 155-74
