mid	mod_date	name	version	type	status	reaction_count	compound_count	annotation_count	gid	pegs	rnas	scientific_name	complete	prokaryotic	dna_size	contigs	domain	genetic_code	gc_content	phenotype	g_source_id	taxonomy
kb|fm.3075	1351024108	Escherichia coli MS 196-1	0	Singlegenome	Reconstruction started	1416	1270	5442	kb|g.3211	5345	76	Escherichia coli MS 196-1	1	1	5253182	311	Bacteria	11	50.2905857821031		749548.3	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Escherichia : Escherichia coli MS 196-1
kb|fm.3069	1351024107	Escherichia coli MS 198-1	0	Singlegenome	Reconstruction started	1387	1268	5459	kb|g.3212	5369	70	Escherichia coli MS 198-1	1	1	5269973	215	Bacteria	11	50.3441099223848		749549.3	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Escherichia : Escherichia coli MS 198-1
kb|fm.3083	1351024110	Escherichia coli MS 200-1	0	Singlegenome	Reconstruction started	1398	1248	5205	kb|g.3213	5121	62	Escherichia coli MS 200-1	1	1	5069810	153	Bacteria	11	50.2168128588645		749550.3	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Escherichia : Escherichia coli MS 200-1
kb|fm.3057	1351024099	Selenomonas artemidis F0399	0	Singlegenome	Reconstruction started	743	853	2129	kb|g.3214	2062	56	Selenomonas artemidis F0399	1	1	2210307	34	Bacteria	11	57.2286564717028		749551.3	Bacteria : Firmicutes : Negativicutes : Selenomonadales : Veillonellaceae : Selenomonas : Selenomonas artemidis F0399
kb|fm.3058	1351024189	Shigella dysenteriae 1617	0	Singlegenome	Reconstruction started	1317	1205	6549	kb|g.3230	6423	114	Shigella dysenteriae 1617	1	1	4613557	67	Bacteria	11	51.1889199591552		754093.3	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Shigella : Shigella dysenteriae 1617
kb|fm.3065	1351024194	Actinobacillus pleuropneumoniae serovar 9 str. CVJ13261	0	Singlegenome	Reconstruction started	1040	1057	2246	kb|g.3236	2192	50	Actinobacillus pleuropneumoniae serovar 9 str. CVJ13261	1	1	2263394	65	Bacteria	11	41.1925188455921		754258.3	Bacteria : Proteobacteria : Gammaproteobacteria : Pasteurellales : Pasteurellaceae : Actinobacillus : Actinobacillus pleuropneumoniae serovar 9 str. CVJ13261
kb|fm.3078	1351024204	Actinobacillus pleuropneumoniae serovar 10 str. D13039	0	Singlegenome	Reconstruction started	1037	1050	2236	kb|g.3237	2179	48	Actinobacillus pleuropneumoniae serovar 10 str. D13039	1	1	2272088	44	Bacteria	11	41.1885455140822		754259.3	Bacteria : Proteobacteria : Gammaproteobacteria : Pasteurellales : Pasteurellaceae : Actinobacillus : Actinobacillus pleuropneumoniae serovar 10 str. D13039
kb|fm.3071	1351024202	Actinobacillus pleuropneumoniae serovar 11 str. 56153	0	Singlegenome	Reconstruction started	1042	1058	2243	kb|g.3238	2190	48	Actinobacillus pleuropneumoniae serovar 11 str. 56153	1	1	2266623	47	Bacteria	11	41.1895582106067		754260.3	Bacteria : Proteobacteria : Gammaproteobacteria : Pasteurellales : Pasteurellaceae : Actinobacillus : Actinobacillus pleuropneumoniae serovar 11 str. 56153
kb|fm.3094	1351024214	Actinobacillus pleuropneumoniae serovar 12 str. 1096	0	Singlegenome	Reconstruction started	991	1006	2148	kb|g.3239	2097	46	Actinobacillus pleuropneumoniae serovar 12 str. 1096	1	1	2194146	63	Bacteria	11	41.188963724383		754261.3	Bacteria : Proteobacteria : Gammaproteobacteria : Pasteurellales : Pasteurellaceae : Actinobacillus : Actinobacillus pleuropneumoniae serovar 12 str. 1096
kb|fm.3088	1351024214	Actinobacillus pleuropneumoniae serovar 13 str. N273	0	Singlegenome	Reconstruction started	986	1007	2201	kb|g.3240	2141	54	Actinobacillus pleuropneumoniae serovar 13 str. N273	1	1	2250258	68	Bacteria	11	41.2091857911404		754262.3	Bacteria : Proteobacteria : Gammaproteobacteria : Pasteurellales : Pasteurellaceae : Actinobacillus : Actinobacillus pleuropneumoniae serovar 13 str. N273
kb|fm.3106	1351024229	Escherichia sp. TW09308	0	Singlegenome	Reconstruction started	1416	1262	4865	kb|g.3241	4779	71	Escherichia sp. TW09308	1	1	4809826	1	Bacteria	11	50.2761222547344		754331.3	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Escherichia : Escherichia sp. TW09308
kb|fm.3059	1351024231	Escherichia albertii TW11588	0	Singlegenome	Reconstruction started	1393	1237	4574	kb|g.3242	4486	76	Escherichia albertii TW11588	1	1	4463584	1	Bacteria	11	50.5662041982407		754333.3	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Escherichia : Escherichia albertii TW11588
kb|fm.3084	1351024210	Fluviicola taffensis DSM 16823	0	Singlegenome	Reconstruction started	311	511	4232	kb|g.3243	4136	46	Fluviicola taffensis DSM 16823	1	1	4633577	1	Bacteria	11	36.4946778698185		755732.3	Bacteria : Bacteroidetes : Flavobacteriia : Flavobacteriales : Cryomorphaceae : Fluviicola : Fluviicola taffensis DSM 16823
kb|fm.3101	1351024218	Microcoleus vaginatus FGP-2	0	Singlegenome	Reconstruction started	326	528	6796	kb|g.3244	6616	76	Microcoleus vaginatus FGP-2	1	1	6698929	40	Bacteria	11	46.0352990754194		756067.3	Bacteria : Cyanobacteria : Oscillatoriales : Microcoleus : Microcoleus vaginatus FGP-2
kb|fm.3116	1351024231	Planctomyces brasiliensis DSM 5305	0	Singlegenome	Reconstruction started	946	1000	5248	kb|g.3245	5156	48	Planctomyces brasiliensis DSM 5305	1	1	5959956	61	Bacteria	11	56.4531348889153		756272.4	Bacteria : Planctomycetes : Planctomycetia : Planctomycetales : Planctomycetaceae : Planctomyces : Planctomyces brasiliensis DSM 5305
kb|fm.3066	1351024235	Planctomyces brasiliensis DSM 5305	0	Singlegenome	Reconstruction started	949	989	5316	kb|g.3246	5220	51	Planctomyces brasiliensis DSM 5305	1	1	6006602	1	Bacteria	11	56.4486376823369		756272.5	Bacteria : Planctomycetes : Planctomycetia : Planctomycetales : Planctomycetaceae : Planctomyces : Planctomyces brasiliensis DSM 5305
kb|fm.3093	1351024247	Herbaspirillum seropedicae SmR1	0	Singlegenome	Reconstruction started	1203	1148	4967	kb|g.3247	4859	64	Herbaspirillum seropedicae SmR1	1	1	5513887	1	Bacteria	11	63.4045637859463		757424.7	Bacteria : Proteobacteria : Betaproteobacteria : Burkholderiales : Oxalobacteraceae : Herbaspirillum : Herbaspirillum seropedicae SmR1
kb|fm.3070	1351024238	Campylobacter jejuni subsp. jejuni ICDCCJ07001	0	Singlegenome	Reconstruction started	772	819	1951	kb|g.3248	1894	53	Campylobacter jejuni subsp. jejuni ICDCCJ07001	1	1	1708924	2	Bacteria	11	30.5508027273302		757425.3	Bacteria : Proteobacteria : Epsilonproteobacteria : Campylobacterales : Campylobacteraceae : Campylobacter : Campylobacter jejuni subsp. jejuni ICDCCJ07001
kb|fm.3081	1351024245	Clostridium botulinum F str. 230613	0	Singlegenome	Reconstruction started	907	997	4079	kb|g.3249	3972	98	Clostridium botulinum F str. 230613	1	1	4010614	2	Bacteria	11	28.2935231363577		758678.3	Bacteria : Firmicutes : Clostridia : Clostridiales : Clostridiaceae : Clostridium : Clostridium botulinum F str. 230613
kb|fm.3076	1351024243	Bifidobacterium longum subsp. longum JDM301	0	Singlegenome	Reconstruction started	643	741	2100	kb|g.3250	2024	64	Bifidobacterium longum subsp. longum JDM301	1	1	2477838	1	Bacteria	11	59.8148870103695		759350.3	Bacteria : Actinobacteria : Actinobacteridae : Bifidobacteriales : Bifidobacteriaceae : Bifidobacterium : Bifidobacterium longum subsp. longum JDM301
kb|fm.3087	1351024247	Chlamydia trachomatis D-EC	0	Singlegenome	Reconstruction started	450	578	1022	kb|g.3251	974	41	Chlamydia trachomatis D-EC	1	1	1050015	2	Bacteria	11	41.2718865920963		759363.3	Bacteria : Chlamydiae : Chlamydiales : Chlamydiaceae : Chlamydia/Chlamydophila group : Chlamydia : Chlamydia trachomatis D-EC
kb|fm.3099	1351024250	Chlamydia trachomatis D-LC	0	Singlegenome	Reconstruction started	466	583	1023	kb|g.3252	975	41	Chlamydia trachomatis D-LC	1	1	1050013	2	Bacteria	11	41.2719652042403		759364.3	Bacteria : Chlamydiae : Chlamydiales : Chlamydiaceae : Chlamydia/Chlamydophila group : Chlamydia : Chlamydia trachomatis D-LC
kb|fm.3074	1351024257	Brachyspira pilosicoli 95/1000	0	Singlegenome	Reconstruction started	791	923	2343	kb|g.3253	2296	36	Brachyspira pilosicoli 95/1000	1	1	2586443	1	Bacteria	11	27.8969998565598		759914.5	Bacteria : Spirochaetes : Spirochaetales : Brachyspiraceae : Brachyspira : Brachyspira pilosicoli 95/1000
kb|fm.3104	1351024251	Spirochaeta coccoides DSM 17374	0	Singlegenome	Reconstruction started	164	320	2083	kb|g.3254	2021	53	Spirochaeta coccoides DSM 17374	1	1	2227296	1	Bacteria	11	50.5580309038404		760011.3	Bacteria : Spirochaetes : Spirochaetales : Spirochaetaceae : Spirochaeta : Spirochaeta coccoides DSM 17374
kb|fm.3110	1351024256	Hippea maritima DSM 10411	0	Singlegenome	Reconstruction started	214	392	1812	kb|g.3255	1757	52	Hippea maritima DSM 10411	1	1	1694430	1	Bacteria	11	37.4742538788855		760142.3	Bacteria : Proteobacteria : Deltaproteobacteria : Desulfurellales : Desulfurellaceae : Hippea : Hippea maritima DSM 10411
kb|fm.3102	1351024270	Haliscomenobacter hydrossis DSM 1100	0	Singlegenome	Reconstruction started	361	579	7397	kb|g.3256	7221	57	Haliscomenobacter hydrossis DSM 1100	1	1	8771651	4	Bacteria	11	47.1030710182154		760192.3	Bacteria : Bacteroidetes : Sphingobacteriia : Sphingobacteriales : Saprospiraceae : Haliscomenobacter : Haliscomenobacter hydrossis DSM 1100
kb|fm.3080	1351024266	Desulfotomaculum kuznetsovii DSM 6115	0	Singlegenome	Reconstruction started	231	407	3887	kb|g.3257	3825	52	Desulfotomaculum kuznetsovii DSM 6115	1	1	3601386	1	Bacteria	11	54.884452818998		760568.4	Bacteria : Firmicutes : Clostridia : Clostridiales : Peptococcaceae : Desulfotomaculum : Desulfotomaculum kuznetsovii DSM 6115
kb|fm.3086	1351024266	Streptococcus parasanguinis ATCC 15912	0	Singlegenome	Reconstruction started	734	811	2008	kb|g.3258	1950	49	Streptococcus parasanguinis ATCC 15912	1	1	2159948	10	Bacteria	11	40.9476524434847		760570.3	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus parasanguinis ATCC 15912
kb|fm.3091	1351024268	Streptococcus pneumoniae GA04375	0	Singlegenome	Reconstruction started	332	497	2240	kb|g.3259	2157	76	Streptococcus pneumoniae GA04375	1	1	2061399	9	Bacteria	11	39.9000387600848		760746.3	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus pneumoniae GA04375
kb|fm.3096	1351024270	Streptococcus pneumoniae GA17570	0	Singlegenome	Reconstruction started	344	512	2359	kb|g.3260	2281	69	Streptococcus pneumoniae GA17570	1	1	2119821	9	Bacteria	11	39.6630187171464		760791.3	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus pneumoniae GA17570
kb|fm.3107	1351024274	Streptococcus pneumoniae GA41301	0	Singlegenome	Reconstruction started	334	513	2374	kb|g.3261	2288	79	Streptococcus pneumoniae GA41301	1	1	2156995	17	Bacteria	11	39.5675928780549		760809.3	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus pneumoniae GA41301
kb|fm.3112	1351024274	Streptococcus pneumoniae GA41317	0	Singlegenome	Reconstruction started	347	525	2325	kb|g.3262	2242	73	Streptococcus pneumoniae GA41317	1	1	2090801	6	Bacteria	11	39.7250623086559		760810.3	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus pneumoniae GA41317
kb|fm.3118	1351024275	Streptococcus pneumoniae GA47368	0	Singlegenome	Reconstruction started	326	515	2409	kb|g.3263	2325	76	Streptococcus pneumoniae GA47368	1	1	2177227	8	Bacteria	11	39.5969735815328		760834.3	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus pneumoniae GA47368
kb|fm.3123	1351024281	Streptococcus pneumoniae GA47901	0	Singlegenome	Reconstruction started	339	515	2320	kb|g.3264	2234	79	Streptococcus pneumoniae GA47901	1	1	2086317	6	Bacteria	11	39.6862030075008		760861.3	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus pneumoniae GA47901
kb|fm.3124	1351024328	Staphylococcus aureus subsp. aureus ATCC 51811	0	Singlegenome	Reconstruction started	1047	1059	2776	kb|g.3275	2699	62	Staphylococcus aureus subsp. aureus ATCC 51811	1	1	2778579	27	Bacteria	11	32.5372069680221		762962.3	Bacteria : Firmicutes : Bacillales : Staphylococcus : Staphylococcus aureus subsp. aureus ATCC 51811
kb|fm.3113	1351024322	Actinomyces sp. oral taxon 170 str. F0386	0	Singlegenome	Reconstruction started	370	618	2637	kb|g.3276	2575	51	Actinomyces sp. oral taxon 170 str. F0386	1	1	3135160	99	Bacteria	11	67.7542772936628		762963.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Actinomycineae : Actinomycetaceae : Actinomyces : Actinomyces sp. oral taxon 170 str. F0386
kb|fm.3108	1351024320	Parasutterella excrementihominis YIT 11859	0	Singlegenome	Reconstruction started	271	470	2610	kb|g.3277	2538	57	Parasutterella excrementihominis YIT 11859	1	1	2831860	103	Bacteria	11	48.1437288566525		762966.3	Bacteria : Proteobacteria : Betaproteobacteria : Burkholderiales : Sutterellaceae : Parasutterella : Parasutterella excrementihominis YIT 11859
kb|fm.3119	1351024325	Paraprevotella xylaniphila YIT 11841	0	Singlegenome	Reconstruction started	376	604	3238	kb|g.3278	3145	60	Paraprevotella xylaniphila YIT 11841	1	1	3789791	99	Bacteria	11	48.5199315740631		762982.3	Bacteria : Bacteroidetes : Bacteroidia : Bacteroidales : Prevotellaceae : Paraprevotella : Paraprevotella xylaniphila YIT 11841
kb|fm.3138	1351024334	Succinatimonas hippei YIT 12066	0	Singlegenome	Reconstruction started	834	929	2142	kb|g.3279	2085	50	Succinatimonas hippei YIT 12066	1	1	2306546	141	Bacteria	11	40.2484927679743		762983.3	Bacteria : Proteobacteria : Gammaproteobacteria : Aeromonadales : Succinivibrionaceae : Succinatimonas : Succinatimonas hippei YIT 12066
kb|fm.3131	1351024332	Bacteroides clarus YIT 12056	0	Singlegenome	Reconstruction started	423	658	3187	kb|g.3280	3107	60	Bacteroides clarus YIT 12056	1	1	3746690	34	Bacteria	11	45.3777867931427		762984.3	Bacteria : Bacteroidetes : Bacteroidia : Bacteroidales : Bacteroidaceae : Bacteroides : Bacteroides clarus YIT 12056
kb|fm.3144	1351024335	Bacteroides fluxus YIT 12057	0	Singlegenome	Reconstruction started	427	656	3743	kb|g.3281	3661	60	Bacteroides fluxus YIT 12057	1	1	4330763	117	Bacteria	11	45.5728470941495		763034.3	Bacteria : Bacteroidetes : Bacteroidia : Bacteroidales : Bacteroidaceae : Bacteroides : Bacteroides fluxus YIT 12057
kb|fm.3132	1351024390	Phycomyces blakesleeanus NRRL 1555(-)	0	Singlegenome	Reconstruction started	78	188	74182	kb|g.3282	16528	0	Phycomyces blakesleeanus NRRL 1555(-)	1	0	54001249	81	Eukaryota	11	35.4064884684426		763407.3	Eukaryota : Fungi : Fungi incertae sedis : Early diverging fungal lineages : Mucoromycotina : Mucorales : Mucoraceae : Phycomyces : Phycomyces blakesleeanus NRRL 1555(-)
kb|fm.3157	1351024346	Salmonella enterica subsp. enterica serovar Montevideo str. 19N	0	Singlegenome	Reconstruction started	491	706	4673	kb|g.3283	4588	68	Salmonella enterica subsp. enterica serovar Montevideo str. 19N	1	1	4646453	60	Bacteria	11	52.1713659860543		763919.3	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Salmonella : Salmonella enterica subsp. enterica serovar Montevideo : Salmonella enterica subsp. enterica serovar Montevideo str. 19N
kb|fm.3150	1351024345	Streptococcus urinalis 2285-97	0	Singlegenome	Reconstruction started	778	865	2324	kb|g.3284	2228	91	Streptococcus urinalis 2285-97	1	1	2146335	10	Bacteria	11	34.3232067687477		764291.3	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus urinalis 2285-97
kb|fm.3164	1351024349	Streptococcus macacae NCTC 11558	0	Singlegenome	Reconstruction started	747	853	1991	kb|g.3285	1893	88	Streptococcus macacae NCTC 11558	1	1	1937968	12	Bacteria	11	37.9483562164081		764298.3	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus macacae NCTC 11558
kb|fm.3117	1351024355	Streptococcus ictaluri 707-05	0	Singlegenome	Reconstruction started	745	847	2540	kb|g.3286	2475	63	Streptococcus ictaluri 707-05	1	1	2238145	37	Bacteria	11	38.2099015032538		764299.3	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus ictaluri 707-05
kb|fm.3111	1351024355	Staphylococcus epidermidis FRI909	0	Singlegenome	Reconstruction started	508	725	2476	kb|g.3287	2403	57	Staphylococcus epidermidis FRI909	1	1	2541845	56	Bacteria	11	31.8323894651326		764544.3	Bacteria : Firmicutes : Bacillales : Staphylococcus : Staphylococcus epidermidis FRI909
kb|fm.3125	1351024357	Propionibacterium acnes HL096PA3	0	Singlegenome	Reconstruction started	417	660	2567	kb|g.3288	2513	48	Propionibacterium acnes HL096PA3	1	1	2554765	38	Bacteria	11	60.0293960501259		765057.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL096PA3
kb|fm.3130	1351024357	Propionibacterium acnes HL096PA2	0	Singlegenome	Reconstruction started	431	679	2578	kb|g.3289	2525	48	Propionibacterium acnes HL096PA2	1	1	2559595	28	Bacteria	11	60.1135726550489		765058.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL096PA2
kb|fm.3141	1351024366	Propionibacterium acnes HL103PA1	0	Singlegenome	Reconstruction started	430	673	2469	kb|g.3290	2417	48	Propionibacterium acnes HL103PA1	1	1	2476406	14	Bacteria	11	60.0573169342991		765061.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL103PA1
kb|fm.3136	1351024364	Propionibacterium acnes HL099PA1	0	Singlegenome	Reconstruction started	417	662	2571	kb|g.3291	2518	48	Propionibacterium acnes HL099PA1	1	1	2574141	129	Bacteria	11	60.1163261841523		765063.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL099PA1
kb|fm.3148	1351024369	Propionibacterium acnes HL097PA1	0	Singlegenome	Reconstruction started	415	650	2510	kb|g.3292	2455	48	Propionibacterium acnes HL097PA1	1	1	2519690	21	Bacteria	11	60.2249086197112		765064.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL097PA1
kb|fm.3154	1351024375	Propionibacterium acnes HL020PA1	0	Singlegenome	Reconstruction started	393	622	2465	kb|g.3293	2411	48	Propionibacterium acnes HL020PA1	1	1	2477861	33	Bacteria	11	60.0538932571278		765065.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL020PA1
kb|fm.3114	1351024379	Propionibacterium acnes HL053PA1	0	Singlegenome	Reconstruction started	415	646	2533	kb|g.3294	2480	48	Propionibacterium acnes HL053PA1	1	1	2524766	35	Bacteria	11	60.1801117410485		765066.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL053PA1
kb|fm.3166	1351024378	Propionibacterium acnes HL053PA2	0	Singlegenome	Reconstruction started	435	669	2507	kb|g.3295	2449	52	Propionibacterium acnes HL053PA2	1	1	2497696	39	Bacteria	11	60.1099973735795		765067.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL053PA2
kb|fm.3161	1351024377	Propionibacterium acnes HL045PA1	0	Singlegenome	Reconstruction started	394	630	2539	kb|g.3296	2486	48	Propionibacterium acnes HL045PA1	1	1	2527192	36	Bacteria	11	60.1831598074068		765068.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL045PA1
kb|fm.3120	1351024383	Propionibacterium acnes HL013PA1	0	Singlegenome	Reconstruction started	373	602	2462	kb|g.3297	2407	48	Propionibacterium acnes HL013PA1	1	1	2477780	26	Bacteria	11	60.0474618408414		765069.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL013PA1
kb|fm.3126	1351024389	Propionibacterium acnes HL013PA2	0	Singlegenome	Reconstruction started	407	639	2461	kb|g.3298	2407	48	Propionibacterium acnes HL013PA2	1	1	2475255	38	Bacteria	11	60.0564790294333		765070.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL013PA2
kb|fm.3137	1351024390	Propionibacterium acnes HL078PA1	0	Singlegenome	Reconstruction started	390	624	2594	kb|g.3299	2540	48	Propionibacterium acnes HL078PA1	1	1	2566233	84	Bacteria	11	60.133004290725		765071.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL078PA1
kb|fm.3	1351011910	Streptococcus oralis SK255	0	Singlegenome	Reconstruction started	355	559	2052	kb|g.33	1971	69	Streptococcus oralis SK255	1	1	2005180	63	Bacteria	11	40.9461993436998		1005704.3	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus oralis SK255
kb|fm.3142	1351024394	Propionibacterium acnes HL043PA1	0	Singlegenome	Reconstruction started	411	650	2537	kb|g.3300	2484	48	Propionibacterium acnes HL043PA1	1	1	2533141	34	Bacteria	11	60.1843324157637		765072.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL043PA1
kb|fm.3147	1351024395	Propionibacterium acnes HL043PA2	0	Singlegenome	Reconstruction started	412	647	2537	kb|g.3301	2484	48	Propionibacterium acnes HL043PA2	1	1	2532164	53	Bacteria	11	60.1889135142905		765073.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL043PA2
kb|fm.3153	1351024400	Propionibacterium acnes HL072PA1	0	Singlegenome	Reconstruction started	412	649	2530	kb|g.3302	2476	48	Propionibacterium acnes HL072PA1	1	1	2523939	34	Bacteria	11	60.1044240768101		765074.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL072PA1
kb|fm.3165	1351024402	Propionibacterium acnes HL072PA2	0	Singlegenome	Reconstruction started	398	624	2526	kb|g.3303	2471	49	Propionibacterium acnes HL072PA2	1	1	2522151	76	Bacteria	11	60.1042126343744		765075.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL072PA2
kb|fm.3159	1351024401	Propionibacterium acnes HL074PA1	0	Singlegenome	Reconstruction started	424	656	2514	kb|g.3304	2457	52	Propionibacterium acnes HL074PA1	1	1	2510120	85	Bacteria	11	60.1852501075646		765076.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL074PA1
kb|fm.3127	1351024410	Propionibacterium acnes HL110PA1	0	Singlegenome	Reconstruction started	429	657	2507	kb|g.3305	2453	48	Propionibacterium acnes HL110PA1	1	1	2495610	31	Bacteria	11	60.1160037025016		765077.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL110PA1
kb|fm.3121	1351024410	Propionibacterium acnes HL110PA2	0	Singlegenome	Reconstruction started	424	658	2510	kb|g.3306	2455	49	Propionibacterium acnes HL110PA2	1	1	2501706	27	Bacteria	11	60.0995480683981		765078.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL110PA2
kb|fm.3133	1351024413	Propionibacterium acnes HL110PA3	0	Singlegenome	Reconstruction started	425	654	2472	kb|g.3307	2419	49	Propionibacterium acnes HL110PA3	1	1	2490836	89	Bacteria	11	60.0709962438314		765079.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL110PA3
kb|fm.3143	1351024415	Propionibacterium acnes HL110PA4	0	Singlegenome	Reconstruction started	415	644	2488	kb|g.3308	2434	50	Propionibacterium acnes HL110PA4	1	1	2510783	99	Bacteria	11	60.0858377645539		765080.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL110PA4
kb|fm.3139	1351024414	Propionibacterium acnes HL087PA2	0	Singlegenome	Reconstruction started	399	632	2463	kb|g.3309	2409	48	Propionibacterium acnes HL087PA2	1	1	2474125	23	Bacteria	11	60.052584246956		765082.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL087PA2
kb|fm.3155	1351024424	Propionibacterium acnes HL087PA3	0	Singlegenome	Reconstruction started	395	636	2510	kb|g.3310	2455	48	Propionibacterium acnes HL087PA3	1	1	2516528	29	Bacteria	11	60.095933762708		765083.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL087PA3
kb|fm.3149	1351024419	Propionibacterium acnes HL060PA1	0	Singlegenome	Reconstruction started	427	660	2455	kb|g.3311	2401	50	Propionibacterium acnes HL060PA1	1	1	2475384	47	Bacteria	11	60.0653878347763		765084.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL060PA1
kb|fm.3160	1351024426	Propionibacterium acnes HL038PA1	0	Singlegenome	Reconstruction started	417	649	2555	kb|g.3312	2503	47	Propionibacterium acnes HL038PA1	1	1	2533595	65	Bacteria	11	60.1855860940679		765085.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL038PA1
kb|fm.3167	1351024430	Propionibacterium acnes HL092PA1	0	Singlegenome	Reconstruction started	399	635	2499	kb|g.3313	2444	49	Propionibacterium acnes HL092PA1	1	1	2501898	21	Bacteria	11	60.0972141949832		765086.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Propionibacterineae : Propionibacteriaceae : Propionibacterium : Propionibacterium acnes HL092PA1
